playerId,playername,DKNAME,OwnName,DKPOS,TEAM,FCName
100005,Bears,Bears ,Bears,DST,CHI,Bears
2553524,Beau Gardner,Beau Gardner,Beau Gardner,,ATL,
2555487,Beau Sandland,Beau Sandland,Beau Sandland,,FA,
2556478,Ben Braunecker,Ben Braunecker,Ben Braunecker,,FA,
2552396,Ben Koyack,Ben Koyack,Ben Koyack,TE,JAC,
2506109,Ben Roethlisberger,Ben Roethlisberger,Ben Roethlisberger,QB,PIT,Ben Roethlisberger
100006,Bengals,Bengals ,Bengals,DST,CIN,Bengals
2506122,Benjamin Watson,Benjamin Watson,Benjamin Watson,,BAL,
2550198,Bennie Fowler,Bennie Fowler,Bennie Fowler,WR,DEN,Bennie Fowler
2541544,Benny Cunningham,Benny Cunningham,Benny Cunningham,RB,LA,Benny Cunningham
2533545,Bernard Pierce,Bernard Pierce,Bernard Pierce,,FA,
2495328,Bilal Powell,Bilal Powell,Bilal Powell,RB,NYJ,Bilal Powell
100003,Bills,Bills ,Bills,DST,BUF,Bills
2543682,Bishop Sankey,Bishop Sankey,Bishop Sankey,,FA,
2495441,Blaine Gabbert,Blaine Gabbert,Blaine Gabbert,QB,SF,Blaine Gabbert
2550278,Blake Annen,Blake Annen,Blake Annen,,FA,
2552478,Blake Bell,Blake Bell,Blake Bell,TE,SF,
2543477,Blake Bortles,Blake Bortles,Blake Bortles,QB,JAC,Blake Bortles
2534571,Bobby Rainey,Bobby Rainey,Bobby Rainey,RB,NYG,
2539312,Brad Sorensen,Brad Sorensen,Brad Sorensen,,MIN,
2553725,Bradley Marquez,Bradley Marquez,Bradley Marquez,WR,LA,
2550658,Branden Oliver,Branden Oliver,Branden Oliver,,SD,
2543498,Brandin Cooks,Brandin Cooks,Brandin Cooks,WR,NO,Brandin Cooks
2532797,Brandon Bolden,Brandon Bolden,Brandon Bolden,RB,NE,Brandon Bolden
2536342,Brandon Bostick,Brandon Bostick,Brandon Bostick,TE,NYJ,
2550328,Brandon Coleman,Brandon Coleman,Brandon Coleman,WR,NO,Brandon Coleman
81288,Brandon Gibson,Brandon Gibson,Brandon Gibson,,NE,
497302,Brandon LaFell,Brandon LaFell,Brandon LaFell,WR,CIN,Brandon LaFell
2495893,Brandon Marshall,Brandon Marshall,Brandon Marshall,WR,NYJ,Brandon Marshall
89766,Brandon Myers,Brandon Myers,Brandon Myers,TE,TB,Brandon Myers
71431,Brandon Pettigrew,Brandon Pettigrew,Brandon Pettigrew,,DET,
81306,Brandon Tate,Brandon Tate,Brandon Tate,WR,BUF,
2532970,Brandon Weeden,Brandon Weeden,Brandon Weeden,QB,HOU,
2553618,Brandon Wegher,Brandon Wegher,Brandon Wegher,,FA,
2556454,Brandon Wilds,Brandon Wilds,Brandon Wilds,,FA,
2539645,Brandon Williams,Brandon Williams,Brandon Williams,TE,SEA,
2555348,Braxton Miller,Braxton Miller,Braxton Miller,WR,HOU,Braxton Miller
2507218,Brent Celek,Brent Celek,Brent Celek,TE,PHI,Brent Celek
2535966,Brenton Bersin,Brenton Bersin,Brenton Bersin,WR,CAR,
2552597,Breshad Perriman,Breshad Perriman,Breshad Perriman,WR,BAL,Breshad Perriman
2552588,Brett Hundley,Brett Hundley,Brett Hundley,QB,GB,
81831,Brian Hartline,Brian Hartline,Brian Hartline,,FA,
81294,Brian Hoyer,Brian Hoyer,Brian Hoyer,QB,CHI,Brian Hoyer
